"","sample","unique_ID","reads","Method","Island","Year","ID","Date.Collected","dada2_sample","unoise_sample","Size","Extract..Date","Sterilized","Source"
"174","HEV108","Isometrus maculatus",4,"Hand","Holei 8",2015,"Heteropoda venatoria","","HEV.108_S7","HEV108",11.5,"10/28/19","NS","FIELD"
"175","HEV108","Limonia perkinsi",0,"Hand","Holei 8",2015,"Heteropoda venatoria","","HEV.108_S7","HEV108",11.5,"10/28/19","NS","FIELD"
"176","HEV108","Nematocera",0,"Hand","Holei 8",2015,"Heteropoda venatoria","","HEV.108_S7","HEV108",11.5,"10/28/19","NS","FIELD"
"177","HEV108","Neoptera",21,"Hand","Holei 8",2015,"Heteropoda venatoria","","HEV.108_S7","HEV108",11.5,"10/28/19","NS","FIELD"
"178","HEV108","Ornebius novarae",0,"Hand","Holei 8",2015,"Heteropoda venatoria","","HEV.108_S7","HEV108",11.5,"10/28/19","NS","FIELD"
"179","HEV108","Orthocladiinae",0,"Hand","Holei 8",2015,"Heteropoda venatoria","","HEV.108_S7","HEV108",11.5,"10/28/19","NS","FIELD"
"180","HEV108","Oxya",0,"Hand","Holei 8",2015,"Heteropoda venatoria","","HEV.108_S7","HEV108",11.5,"10/28/19","NS","FIELD"
"181","HEV108","Pantala flavescens",0,"Hand","Holei 8",2015,"Heteropoda venatoria","","HEV.108_S7","HEV108",11.5,"10/28/19","NS","FIELD"
"182","HEV108","Periplaneta australasiae",0,"Hand","Holei 8",2015,"Heteropoda venatoria","","HEV.108_S7","HEV108",11.5,"10/28/19","NS","FIELD"
"183","HEV108","Phisis holdhausi",0,"Hand","Holei 8",2015,"Heteropoda venatoria","","HEV.108_S7","HEV108",11.5,"10/28/19","NS","FIELD"
"184","HEV108","Pholcus guadarfia",0,"Hand","Holei 8",2015,"Heteropoda venatoria","","HEV.108_S7","HEV108",11.5,"10/28/19","NS","FIELD"
"185","HEV108","Pycnoscelus",0,"Hand","Holei 8",2015,"Heteropoda venatoria","","HEV.108_S7","HEV108",11.5,"10/28/19","NS","FIELD"
"186","HEV108","Pycnoscelus surinamensis",0,"Hand","Holei 8",2015,"Heteropoda venatoria","","HEV.108_S7","HEV108",11.5,"10/28/19","NS","FIELD"
"187","HEV108","Scholastes lonchifer",4079,"Hand","Holei 8",2015,"Heteropoda venatoria","","HEV.108_S7","HEV108",11.5,"10/28/19","NS","FIELD"
"188","HEV108","Tygarrup javanicus",0,"Hand","Holei 8",2015,"Heteropoda venatoria","","HEV.108_S7","HEV108",11.5,"10/28/19","NS","FIELD"
"189","HEV108","Xiphydria",0,"Hand","Holei 8",2015,"Heteropoda venatoria","","HEV.108_S7","HEV108",11.5,"10/28/19","NS","FIELD"
"190","HEV109","Anisolabis maritima",0,"Hand","Holei 9",2015,"Heteropoda venatoria","","HEV.109_S8","HEV109",12.8,"10/28/19","NS","FIELD"
"191","HEV109","Blattodea",0,"Hand","Holei 9",2015,"Heteropoda venatoria","","HEV.109_S8","HEV109",12.8,"10/28/19","NS","FIELD"
"192","HEV109","Buthus mariefranceae",0,"Hand","Holei 9",2015,"Heteropoda venatoria","","HEV.109_S8","HEV109",12.8,"10/28/19","NS","FIELD"
"193","HEV109","Ectobiidae",0,"Hand","Holei 9",2015,"Heteropoda venatoria","","HEV.109_S8","HEV109",12.8,"10/28/19","NS","FIELD"
"194","HEV109","Hasarius adansoni",0,"Hand","Holei 9",2015,"Heteropoda venatoria","","HEV.109_S8","HEV109",12.8,"10/28/19","NS","FIELD"
"195","HEV109","Isometrus maculatus",0,"Hand","Holei 9",2015,"Heteropoda venatoria","","HEV.109_S8","HEV109",12.8,"10/28/19","NS","FIELD"
"196","HEV109","Limonia perkinsi",0,"Hand","Holei 9",2015,"Heteropoda venatoria","","HEV.109_S8","HEV109",12.8,"10/28/19","NS","FIELD"
"197","HEV109","Nematocera",0,"Hand","Holei 9",2015,"Heteropoda venatoria","","HEV.109_S8","HEV109",12.8,"10/28/19","NS","FIELD"
"198","HEV109","Neoptera",0,"Hand","Holei 9",2015,"Heteropoda venatoria","","HEV.109_S8","HEV109",12.8,"10/28/19","NS","FIELD"
"199","HEV109","Ornebius novarae",0,"Hand","Holei 9",2015,"Heteropoda venatoria","","HEV.109_S8","HEV109",12.8,"10/28/19","NS","FIELD"
"200","HEV109","Orthocladiinae",0,"Hand","Holei 9",2015,"Heteropoda venatoria","","HEV.109_S8","HEV109",12.8,"10/28/19","NS","FIELD"
"201","HEV109","Oxya",0,"Hand","Holei 9",2015,"Heteropoda venatoria","","HEV.109_S8","HEV109",12.8,"10/28/19","NS","FIELD"
"202","HEV109","Pantala flavescens",0,"Hand","Holei 9",2015,"Heteropoda venatoria","","HEV.109_S8","HEV109",12.8,"10/28/19","NS","FIELD"
"203","HEV109","Periplaneta australasiae",0,"Hand","Holei 9",2015,"Heteropoda venatoria","","HEV.109_S8","HEV109",12.8,"10/28/19","NS","FIELD"
"204","HEV109","Phisis holdhausi",0,"Hand","Holei 9",2015,"Heteropoda venatoria","","HEV.109_S8","HEV109",12.8,"10/28/19","NS","FIELD"
"205","HEV109","Pholcus guadarfia",0,"Hand","Holei 9",2015,"Heteropoda venatoria","","HEV.109_S8","HEV109",12.8,"10/28/19","NS","FIELD"
"206","HEV109","Pycnoscelus",0,"Hand","Holei 9",2015,"Heteropoda venatoria","","HEV.109_S8","HEV109",12.8,"10/28/19","NS","FIELD"
"207","HEV109","Pycnoscelus surinamensis",0,"Hand","Holei 9",2015,"Heteropoda venatoria","","HEV.109_S8","HEV109",12.8,"10/28/19","NS","FIELD"
"208","HEV109","Scholastes lonchifer",0,"Hand","Holei 9",2015,"Heteropoda venatoria","","HEV.109_S8","HEV109",12.8,"10/28/19","NS","FIELD"
"209","HEV109","Tygarrup javanicus",27,"Hand","Holei 9",2015,"Heteropoda venatoria","","HEV.109_S8","HEV109",12.8,"10/28/19","NS","FIELD"
"210","HEV109","Xiphydria",0,"Hand","Holei 9",2015,"Heteropoda venatoria","","HEV.109_S8","HEV109",12.8,"10/28/19","NS","FIELD"
"211","HEV110","Anisolabis maritima",0,"Hand","Holei 10",2015,"Heteropoda venatoria","","HEV.110_S9","HEV110",9.8,"10/28/19","NS","FIELD"
"212","HEV110","Blattodea",0,"Hand","Holei 10",2015,"Heteropoda venatoria","","HEV.110_S9","HEV110",9.8,"10/28/19","NS","FIELD"
"213","HEV110","Buthus mariefranceae",0,"Hand","Holei 10",2015,"Heteropoda venatoria","","HEV.110_S9","HEV110",9.8,"10/28/19","NS","FIELD"
"214","HEV110","Ectobiidae",0,"Hand","Holei 10",2015,"Heteropoda venatoria","","HEV.110_S9","HEV110",9.8,"10/28/19","NS","FIELD"
"215","HEV110","Hasarius adansoni",0,"Hand","Holei 10",2015,"Heteropoda venatoria","","HEV.110_S9","HEV110",9.8,"10/28/19","NS","FIELD"
"216","HEV110","Isometrus maculatus",4,"Hand","Holei 10",2015,"Heteropoda venatoria","","HEV.110_S9","HEV110",9.8,"10/28/19","NS","FIELD"
"217","HEV110","Limonia perkinsi",0,"Hand","Holei 10",2015,"Heteropoda venatoria","","HEV.110_S9","HEV110",9.8,"10/28/19","NS","FIELD"
"218","HEV110","Nematocera",0,"Hand","Holei 10",2015,"Heteropoda venatoria","","HEV.110_S9","HEV110",9.8,"10/28/19","NS","FIELD"
"219","HEV110","Neoptera",0,"Hand","Holei 10",2015,"Heteropoda venatoria","","HEV.110_S9","HEV110",9.8,"10/28/19","NS","FIELD"
"220","HEV110","Ornebius novarae",0,"Hand","Holei 10",2015,"Heteropoda venatoria","","HEV.110_S9","HEV110",9.8,"10/28/19","NS","FIELD"
"221","HEV110","Orthocladiinae",0,"Hand","Holei 10",2015,"Heteropoda venatoria","","HEV.110_S9","HEV110",9.8,"10/28/19","NS","FIELD"
"222","HEV110","Oxya",0,"Hand","Holei 10",2015,"Heteropoda venatoria","","HEV.110_S9","HEV110",9.8,"10/28/19","NS","FIELD"
"223","HEV110","Pantala flavescens",0,"Hand","Holei 10",2015,"Heteropoda venatoria","","HEV.110_S9","HEV110",9.8,"10/28/19","NS","FIELD"
"224","HEV110","Periplaneta australasiae",0,"Hand","Holei 10",2015,"Heteropoda venatoria","","HEV.110_S9","HEV110",9.8,"10/28/19","NS","FIELD"
"225","HEV110","Phisis holdhausi",0,"Hand","Holei 10",2015,"Heteropoda venatoria","","HEV.110_S9","HEV110",9.8,"10/28/19","NS","FIELD"
"226","HEV110","Pholcus guadarfia",0,"Hand","Holei 10",2015,"Heteropoda venatoria","","HEV.110_S9","HEV110",9.8,"10/28/19","NS","FIELD"
"227","HEV110","Pycnoscelus",0,"Hand","Holei 10",2015,"Heteropoda venatoria","","HEV.110_S9","HEV110",9.8,"10/28/19","NS","FIELD"
"228","HEV110","Pycnoscelus surinamensis",0,"Hand","Holei 10",2015,"Heteropoda venatoria","","HEV.110_S9","HEV110",9.8,"10/28/19","NS","FIELD"
"229","HEV110","Scholastes lonchifer",0,"Hand","Holei 10",2015,"Heteropoda venatoria","","HEV.110_S9","HEV110",9.8,"10/28/19","NS","FIELD"
"230","HEV110","Tygarrup javanicus",0,"Hand","Holei 10",2015,"Heteropoda venatoria","","HEV.110_S9","HEV110",9.8,"10/28/19","NS","FIELD"
"231","HEV110","Xiphydria",0,"Hand","Holei 10",2015,"Heteropoda venatoria","","HEV.110_S9","HEV110",9.8,"10/28/19","NS","FIELD"
"232","HEV111","Anisolabis maritima",0,"Hand","Holei 11",2015,"Heteropoda venatoria","","HEV.111_S10","HEV111",7.4,"10/28/19","NS","FIELD"
"233","HEV111","Blattodea",0,"Hand","Holei 11",2015,"Heteropoda venatoria","","HEV.111_S10","HEV111",7.4,"10/28/19","NS","FIELD"
"234","HEV111","Buthus mariefranceae",0,"Hand","Holei 11",2015,"Heteropoda venatoria","","HEV.111_S10","HEV111",7.4,"10/28/19","NS","FIELD"
"235","HEV111","Ectobiidae",0,"Hand","Holei 11",2015,"Heteropoda venatoria","","HEV.111_S10","HEV111",7.4,"10/28/19","NS","FIELD"
"236","HEV111","Hasarius adansoni",0,"Hand","Holei 11",2015,"Heteropoda venatoria","","HEV.111_S10","HEV111",7.4,"10/28/19","NS","FIELD"
"237","HEV111","Isometrus maculatus",0,"Hand","Holei 11",2015,"Heteropoda venatoria","","HEV.111_S10","HEV111",7.4,"10/28/19","NS","FIELD"
"238","HEV111","Limonia perkinsi",0,"Hand","Holei 11",2015,"Heteropoda venatoria","","HEV.111_S10","HEV111",7.4,"10/28/19","NS","FIELD"
"239","HEV111","Nematocera",0,"Hand","Holei 11",2015,"Heteropoda venatoria","","HEV.111_S10","HEV111",7.4,"10/28/19","NS","FIELD"
"240","HEV111","Neoptera",0,"Hand","Holei 11",2015,"Heteropoda venatoria","","HEV.111_S10","HEV111",7.4,"10/28/19","NS","FIELD"
"241","HEV111","Ornebius novarae",0,"Hand","Holei 11",2015,"Heteropoda venatoria","","HEV.111_S10","HEV111",7.4,"10/28/19","NS","FIELD"
"242","HEV111","Orthocladiinae",0,"Hand","Holei 11",2015,"Heteropoda venatoria","","HEV.111_S10","HEV111",7.4,"10/28/19","NS","FIELD"
"243","HEV111","Oxya",0,"Hand","Holei 11",2015,"Heteropoda venatoria","","HEV.111_S10","HEV111",7.4,"10/28/19","NS","FIELD"
"244","HEV111","Pantala flavescens",0,"Hand","Holei 11",2015,"Heteropoda venatoria","","HEV.111_S10","HEV111",7.4,"10/28/19","NS","FIELD"
"245","HEV111","Periplaneta australasiae",0,"Hand","Holei 11",2015,"Heteropoda venatoria","","HEV.111_S10","HEV111",7.4,"10/28/19","NS","FIELD"
"246","HEV111","Phisis holdhausi",0,"Hand","Holei 11",2015,"Heteropoda venatoria","","HEV.111_S10","HEV111",7.4,"10/28/19","NS","FIELD"
"247","HEV111","Pholcus guadarfia",0,"Hand","Holei 11",2015,"Heteropoda venatoria","","HEV.111_S10","HEV111",7.4,"10/28/19","NS","FIELD"
"248","HEV111","Pycnoscelus",0,"Hand","Holei 11",2015,"Heteropoda venatoria","","HEV.111_S10","HEV111",7.4,"10/28/19","NS","FIELD"
"249","HEV111","Pycnoscelus surinamensis",0,"Hand","Holei 11",2015,"Heteropoda venatoria","","HEV.111_S10","HEV111",7.4,"10/28/19","NS","FIELD"
"250","HEV111","Scholastes lonchifer",0,"Hand","Holei 11",2015,"Heteropoda venatoria","","HEV.111_S10","HEV111",7.4,"10/28/19","NS","FIELD"
"251","HEV111","Tygarrup javanicus",0,"Hand","Holei 11",2015,"Heteropoda venatoria","","HEV.111_S10","HEV111",7.4,"10/28/19","NS","FIELD"
"252","HEV111","Xiphydria",0,"Hand","Holei 11",2015,"Heteropoda venatoria","","HEV.111_S10","HEV111",7.4,"10/28/19","NS","FIELD"
"253","HEV65","Anisolabis maritima",0,"Hand","Fern 5",2016,"Heteropoda venatoria","","HEV65_S54","HEV65",22.6,"10/23/18","SS","FIELD"
"254","HEV65","Blattodea",0,"Hand","Fern 5",2016,"Heteropoda venatoria","","HEV65_S54","HEV65",22.6,"10/23/18","SS","FIELD"
"255","HEV65","Buthus mariefranceae",0,"Hand","Fern 5",2016,"Heteropoda venatoria","","HEV65_S54","HEV65",22.6,"10/23/18","SS","FIELD"
"256","HEV65","Ectobiidae",0,"Hand","Fern 5",2016,"Heteropoda venatoria","","HEV65_S54","HEV65",22.6,"10/23/18","SS","FIELD"
"257","HEV65","Hasarius adansoni",0,"Hand","Fern 5",2016,"Heteropoda venatoria","","HEV65_S54","HEV65",22.6,"10/23/18","SS","FIELD"
"258","HEV65","Isometrus maculatus",0,"Hand","Fern 5",2016,"Heteropoda venatoria","","HEV65_S54","HEV65",22.6,"10/23/18","SS","FIELD"
"259","HEV65","Limonia perkinsi",0,"Hand","Fern 5",2016,"Heteropoda venatoria","","HEV65_S54","HEV65",22.6,"10/23/18","SS","FIELD"
"260","HEV65","Nematocera",0,"Hand","Fern 5",2016,"Heteropoda venatoria","","HEV65_S54","HEV65",22.6,"10/23/18","SS","FIELD"
"261","HEV65","Neoptera",14,"Hand","Fern 5",2016,"Heteropoda venatoria","","HEV65_S54","HEV65",22.6,"10/23/18","SS","FIELD"
"262","HEV65","Ornebius novarae",0,"Hand","Fern 5",2016,"Heteropoda venatoria","","HEV65_S54","HEV65",22.6,"10/23/18","SS","FIELD"
"263","HEV65","Orthocladiinae",0,"Hand","Fern 5",2016,"Heteropoda venatoria","","HEV65_S54","HEV65",22.6,"10/23/18","SS","FIELD"
"264","HEV65","Oxya",0,"Hand","Fern 5",2016,"Heteropoda venatoria","","HEV65_S54","HEV65",22.6,"10/23/18","SS","FIELD"
"265","HEV65","Pantala flavescens",0,"Hand","Fern 5",2016,"Heteropoda venatoria","","HEV65_S54","HEV65",22.6,"10/23/18","SS","FIELD"
"266","HEV65","Periplaneta australasiae",0,"Hand","Fern 5",2016,"Heteropoda venatoria","","HEV65_S54","HEV65",22.6,"10/23/18","SS","FIELD"
"267","HEV65","Phisis holdhausi",0,"Hand","Fern 5",2016,"Heteropoda venatoria","","HEV65_S54","HEV65",22.6,"10/23/18","SS","FIELD"
"268","HEV65","Pholcus guadarfia",0,"Hand","Fern 5",2016,"Heteropoda venatoria","","HEV65_S54","HEV65",22.6,"10/23/18","SS","FIELD"
"269","HEV65","Pycnoscelus",0,"Hand","Fern 5",2016,"Heteropoda venatoria","","HEV65_S54","HEV65",22.6,"10/23/18","SS","FIELD"
"270","HEV65","Pycnoscelus surinamensis",0,"Hand","Fern 5",2016,"Heteropoda venatoria","","HEV65_S54","HEV65",22.6,"10/23/18","SS","FIELD"
"271","HEV65","Scholastes lonchifer",0,"Hand","Fern 5",2016,"Heteropoda venatoria","","HEV65_S54","HEV65",22.6,"10/23/18","SS","FIELD"
"272","HEV65","Tygarrup javanicus",0,"Hand","Fern 5",2016,"Heteropoda venatoria","","HEV65_S54","HEV65",22.6,"10/23/18","SS","FIELD"
"273","HEV65","Xiphydria",0,"Hand","Fern 5",2016,"Heteropoda venatoria","","HEV65_S54","HEV65",22.6,"10/23/18","SS","FIELD"
"274","HEV66","Anisolabis maritima",0,"Hand","Fern 4",2016,"Heteropoda venatoria","","HEV66_S55","HEV66",17.2,"10/23/18","SS","FIELD"
"275","HEV66","Blattodea",0,"Hand","Fern 4",2016,"Heteropoda venatoria","","HEV66_S55","HEV66",17.2,"10/23/18","SS","FIELD"
"276","HEV66","Buthus mariefranceae",0,"Hand","Fern 4",2016,"Heteropoda venatoria","","HEV66_S55","HEV66",17.2,"10/23/18","SS","FIELD"
"277","HEV66","Ectobiidae",0,"Hand","Fern 4",2016,"Heteropoda venatoria","","HEV66_S55","HEV66",17.2,"10/23/18","SS","FIELD"
"278","HEV66","Hasarius adansoni",0,"Hand","Fern 4",2016,"Heteropoda venatoria","","HEV66_S55","HEV66",17.2,"10/23/18","SS","FIELD"
"279","HEV66","Isometrus maculatus",0,"Hand","Fern 4",2016,"Heteropoda venatoria","","HEV66_S55","HEV66",17.2,"10/23/18","SS","FIELD"
"280","HEV66","Limonia perkinsi",0,"Hand","Fern 4",2016,"Heteropoda venatoria","","HEV66_S55","HEV66",17.2,"10/23/18","SS","FIELD"
"281","HEV66","Nematocera",0,"Hand","Fern 4",2016,"Heteropoda venatoria","","HEV66_S55","HEV66",17.2,"10/23/18","SS","FIELD"
"282","HEV66","Neoptera",0,"Hand","Fern 4",2016,"Heteropoda venatoria","","HEV66_S55","HEV66",17.2,"10/23/18","SS","FIELD"
"283","HEV66","Ornebius novarae",0,"Hand","Fern 4",2016,"Heteropoda venatoria","","HEV66_S55","HEV66",17.2,"10/23/18","SS","FIELD"
"284","HEV66","Orthocladiinae",0,"Hand","Fern 4",2016,"Heteropoda venatoria","","HEV66_S55","HEV66",17.2,"10/23/18","SS","FIELD"
"285","HEV66","Oxya",1,"Hand","Fern 4",2016,"Heteropoda venatoria","","HEV66_S55","HEV66",17.2,"10/23/18","SS","FIELD"
"286","HEV66","Pantala flavescens",0,"Hand","Fern 4",2016,"Heteropoda venatoria","","HEV66_S55","HEV66",17.2,"10/23/18","SS","FIELD"
"287","HEV66","Periplaneta australasiae",0,"Hand","Fern 4",2016,"Heteropoda venatoria","","HEV66_S55","HEV66",17.2,"10/23/18","SS","FIELD"
"288","HEV66","Phisis holdhausi",0,"Hand","Fern 4",2016,"Heteropoda venatoria","","HEV66_S55","HEV66",17.2,"10/23/18","SS","FIELD"
"289","HEV66","Pholcus guadarfia",0,"Hand","Fern 4",2016,"Heteropoda venatoria","","HEV66_S55","HEV66",17.2,"10/23/18","SS","FIELD"
"290","HEV66","Pycnoscelus",0,"Hand","Fern 4",2016,"Heteropoda venatoria","","HEV66_S55","HEV66",17.2,"10/23/18","SS","FIELD"
"291","HEV66","Pycnoscelus surinamensis",0,"Hand","Fern 4",2016,"Heteropoda venatoria","","HEV66_S55","HEV66",17.2,"10/23/18","SS","FIELD"
"292","HEV66","Scholastes lonchifer",0,"Hand","Fern 4",2016,"Heteropoda venatoria","","HEV66_S55","HEV66",17.2,"10/23/18","SS","FIELD"
"293","HEV66","Tygarrup javanicus",0,"Hand","Fern 4",2016,"Heteropoda venatoria","","HEV66_S55","HEV66",17.2,"10/23/18","SS","FIELD"
"294","HEV66","Xiphydria",0,"Hand","Fern 4",2016,"Heteropoda venatoria","","HEV66_S55","HEV66",17.2,"10/23/18","SS","FIELD"
"295","HEV67","Anisolabis maritima",1,"Hand","Fern 10",2016,"Heteropoda venatoria","","HEV67_S56","HEV67",19.1,"10/23/18","SS","FIELD"
"296","HEV67","Blattodea",0,"Hand","Fern 10",2016,"Heteropoda venatoria","","HEV67_S56","HEV67",19.1,"10/23/18","SS","FIELD"
"297","HEV67","Buthus mariefranceae",0,"Hand","Fern 10",2016,"Heteropoda venatoria","","HEV67_S56","HEV67",19.1,"10/23/18","SS","FIELD"
"298","HEV67","Ectobiidae",0,"Hand","Fern 10",2016,"Heteropoda venatoria","","HEV67_S56","HEV67",19.1,"10/23/18","SS","FIELD"
"299","HEV67","Hasarius adansoni",0,"Hand","Fern 10",2016,"Heteropoda venatoria","","HEV67_S56","HEV67",19.1,"10/23/18","SS","FIELD"
"300","HEV67","Isometrus maculatus",0,"Hand","Fern 10",2016,"Heteropoda venatoria","","HEV67_S56","HEV67",19.1,"10/23/18","SS","FIELD"
"301","HEV67","Limonia perkinsi",0,"Hand","Fern 10",2016,"Heteropoda venatoria","","HEV67_S56","HEV67",19.1,"10/23/18","SS","FIELD"
"302","HEV67","Nematocera",0,"Hand","Fern 10",2016,"Heteropoda venatoria","","HEV67_S56","HEV67",19.1,"10/23/18","SS","FIELD"
"303","HEV67","Neoptera",0,"Hand","Fern 10",2016,"Heteropoda venatoria","","HEV67_S56","HEV67",19.1,"10/23/18","SS","FIELD"
"304","HEV67","Ornebius novarae",0,"Hand","Fern 10",2016,"Heteropoda venatoria","","HEV67_S56","HEV67",19.1,"10/23/18","SS","FIELD"
"305","HEV67","Orthocladiinae",0,"Hand","Fern 10",2016,"Heteropoda venatoria","","HEV67_S56","HEV67",19.1,"10/23/18","SS","FIELD"
"306","HEV67","Oxya",0,"Hand","Fern 10",2016,"Heteropoda venatoria","","HEV67_S56","HEV67",19.1,"10/23/18","SS","FIELD"
"307","HEV67","Pantala flavescens",0,"Hand","Fern 10",2016,"Heteropoda venatoria","","HEV67_S56","HEV67",19.1,"10/23/18","SS","FIELD"
"308","HEV67","Periplaneta australasiae",0,"Hand","Fern 10",2016,"Heteropoda venatoria","","HEV67_S56","HEV67",19.1,"10/23/18","SS","FIELD"
"309","HEV67","Phisis holdhausi",0,"Hand","Fern 10",2016,"Heteropoda venatoria","","HEV67_S56","HEV67",19.1,"10/23/18","SS","FIELD"
"310","HEV67","Pholcus guadarfia",0,"Hand","Fern 10",2016,"Heteropoda venatoria","","HEV67_S56","HEV67",19.1,"10/23/18","SS","FIELD"
"311","HEV67","Pycnoscelus",0,"Hand","Fern 10",2016,"Heteropoda venatoria","","HEV67_S56","HEV67",19.1,"10/23/18","SS","FIELD"
"312","HEV67","Pycnoscelus surinamensis",0,"Hand","Fern 10",2016,"Heteropoda venatoria","","HEV67_S56","HEV67",19.1,"10/23/18","SS","FIELD"
"313","HEV67","Scholastes lonchifer",0,"Hand","Fern 10",2016,"Heteropoda venatoria","","HEV67_S56","HEV67",19.1,"10/23/18","SS","FIELD"
"314","HEV67","Tygarrup javanicus",0,"Hand","Fern 10",2016,"Heteropoda venatoria","","HEV67_S56","HEV67",19.1,"10/23/18","SS","FIELD"
"315","HEV67","Xiphydria",0,"Hand","Fern 10",2016,"Heteropoda venatoria","","HEV67_S56","HEV67",19.1,"10/23/18","SS","FIELD"
"316","HEV68","Anisolabis maritima",0,"Hand","Fern 7",2016,"Heteropoda venatoria","","HEV68_S57","HEV68",13.2,"10/23/18","SS","FIELD"
"317","HEV68","Blattodea",0,"Hand","Fern 7",2016,"Heteropoda venatoria","","HEV68_S57","HEV68",13.2,"10/23/18","SS","FIELD"
"318","HEV68","Buthus mariefranceae",0,"Hand","Fern 7",2016,"Heteropoda venatoria","","HEV68_S57","HEV68",13.2,"10/23/18","SS","FIELD"
"319","HEV68","Ectobiidae",0,"Hand","Fern 7",2016,"Heteropoda venatoria","","HEV68_S57","HEV68",13.2,"10/23/18","SS","FIELD"
"320","HEV68","Hasarius adansoni",0,"Hand","Fern 7",2016,"Heteropoda venatoria","","HEV68_S57","HEV68",13.2,"10/23/18","SS","FIELD"
"321","HEV68","Isometrus maculatus",0,"Hand","Fern 7",2016,"Heteropoda venatoria","","HEV68_S57","HEV68",13.2,"10/23/18","SS","FIELD"
"322","HEV68","Limonia perkinsi",0,"Hand","Fern 7",2016,"Heteropoda venatoria","","HEV68_S57","HEV68",13.2,"10/23/18","SS","FIELD"
"323","HEV68","Nematocera",0,"Hand","Fern 7",2016,"Heteropoda venatoria","","HEV68_S57","HEV68",13.2,"10/23/18","SS","FIELD"
"324","HEV68","Neoptera",0,"Hand","Fern 7",2016,"Heteropoda venatoria","","HEV68_S57","HEV68",13.2,"10/23/18","SS","FIELD"
"325","HEV68","Ornebius novarae",0,"Hand","Fern 7",2016,"Heteropoda venatoria","","HEV68_S57","HEV68",13.2,"10/23/18","SS","FIELD"
"326","HEV68","Orthocladiinae",0,"Hand","Fern 7",2016,"Heteropoda venatoria","","HEV68_S57","HEV68",13.2,"10/23/18","SS","FIELD"
"327","HEV68","Oxya",0,"Hand","Fern 7",2016,"Heteropoda venatoria","","HEV68_S57","HEV68",13.2,"10/23/18","SS","FIELD"
"328","HEV68","Pantala flavescens",0,"Hand","Fern 7",2016,"Heteropoda venatoria","","HEV68_S57","HEV68",13.2,"10/23/18","SS","FIELD"
"329","HEV68","Periplaneta australasiae",0,"Hand","Fern 7",2016,"Heteropoda venatoria","","HEV68_S57","HEV68",13.2,"10/23/18","SS","FIELD"
"330","HEV68","Phisis holdhausi",0,"Hand","Fern 7",2016,"Heteropoda venatoria","","HEV68_S57","HEV68",13.2,"10/23/18","SS","FIELD"
"331","HEV68","Pholcus guadarfia",0,"Hand","Fern 7",2016,"Heteropoda venatoria","","HEV68_S57","HEV68",13.2,"10/23/18","SS","FIELD"
"332","HEV68","Pycnoscelus",0,"Hand","Fern 7",2016,"Heteropoda venatoria","","HEV68_S57","HEV68",13.2,"10/23/18","SS","FIELD"
"333","HEV68","Pycnoscelus surinamensis",0,"Hand","Fern 7",2016,"Heteropoda venatoria","","HEV68_S57","HEV68",13.2,"10/23/18","SS","FIELD"
"334","HEV68","Scholastes lonchifer",0,"Hand","Fern 7",2016,"Heteropoda venatoria","","HEV68_S57","HEV68",13.2,"10/23/18","SS","FIELD"
"335","HEV68","Tygarrup javanicus",0,"Hand","Fern 7",2016,"Heteropoda venatoria","","HEV68_S57","HEV68",13.2,"10/23/18","SS","FIELD"
"336","HEV68","Xiphydria",0,"Hand","Fern 7",2016,"Heteropoda venatoria","","HEV68_S57","HEV68",13.2,"10/23/18","SS","FIELD"
"337","HEV70","Anisolabis maritima",0,"Hand","Fern 8",2016,"Heteropoda venatoria","","HEV70_S58","HEV70",17.7,"10/23/18","SS","FIELD"
"338","HEV70","Blattodea",0,"Hand","Fern 8",2016,"Heteropoda venatoria","","HEV70_S58","HEV70",17.7,"10/23/18","SS","FIELD"
"339","HEV70","Buthus mariefranceae",0,"Hand","Fern 8",2016,"Heteropoda venatoria","","HEV70_S58","HEV70",17.7,"10/23/18","SS","FIELD"
"340","HEV70","Ectobiidae",0,"Hand","Fern 8",2016,"Heteropoda venatoria","","HEV70_S58","HEV70",17.7,"10/23/18","SS","FIELD"
"341","HEV70","Hasarius adansoni",0,"Hand","Fern 8",2016,"Heteropoda venatoria","","HEV70_S58","HEV70",17.7,"10/23/18","SS","FIELD"
"342","HEV70","Isometrus maculatus",0,"Hand","Fern 8",2016,"Heteropoda venatoria","","HEV70_S58","HEV70",17.7,"10/23/18","SS","FIELD"
"343","HEV70","Limonia perkinsi",0,"Hand","Fern 8",2016,"Heteropoda venatoria","","HEV70_S58","HEV70",17.7,"10/23/18","SS","FIELD"
"344","HEV70","Nematocera",0,"Hand","Fern 8",2016,"Heteropoda venatoria","","HEV70_S58","HEV70",17.7,"10/23/18","SS","FIELD"
"345","HEV70","Neoptera",0,"Hand","Fern 8",2016,"Heteropoda venatoria","","HEV70_S58","HEV70",17.7,"10/23/18","SS","FIELD"
"346","HEV70","Ornebius novarae",0,"Hand","Fern 8",2016,"Heteropoda venatoria","","HEV70_S58","HEV70",17.7,"10/23/18","SS","FIELD"
"347","HEV70","Orthocladiinae",0,"Hand","Fern 8",2016,"Heteropoda venatoria","","HEV70_S58","HEV70",17.7,"10/23/18","SS","FIELD"
"348","HEV70","Oxya",0,"Hand","Fern 8",2016,"Heteropoda venatoria","","HEV70_S58","HEV70",17.7,"10/23/18","SS","FIELD"
